row_index,Post ID,Category,llm_label,llm_confidence,llm_tactics,llm_rationale
333,501,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared openly with no evident manipulation or scam tactics, just illegal content distribution."
334,502,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared openly with no evident manipulation or scam tactics, consistent with illicit but delivered content."
335,503,pirated_media,illicit_not_scam,0.9,,"Thread promotes pirated media with no evident manipulation tactics or scam indicators, just normal illicit content sharing."
336,504,pirated_media,illicit_not_scam,0.9,,Pirated media links shared openly with no evident manipulation or scam tactics present in the conversation.
337,506,pirated_media,illicit_not_scam,0.9,,Pirated movie links shared with no evident manipulation tactics or complaints indicating scam or fraud.
338,508,pirated_media,illicit_not_scam,0.9,,No manipulation tactics or scam indicators present; conversation is about pirated media with no evidence of deception or pressure.
339,509,pirated_media,illicit_not_scam,0.9,,"Thread offers pirated movies with no clear manipulation or scam tactics, just illegal content shared openly."
340,511,pirated_media,illicit_not_scam,0.9,,"Pirated movie download offered with no payment or manipulation tactics, and no scam indicators present in replies."
341,512,pirated_media,illicit_not_scam,0.9,,Pirated movie download links shared openly with no evident manipulation or scam tactics in replies.
342,513,pirated_media,illicit_not_scam,0.9,,Pirated movie offered and download links provided with no evident manipulation or complaints indicating scam behavior.
343,514,pirated_media,illicit_not_scam,0.9,,"Thread offers pirated media with no evidence of manipulation or scam tactics, just generic greetings and spam links."
344,515,pirated_media,illicit_not_scam,0.9,,Pirated media offered and promoted without evidence of manipulation or scam tactics in the conversation.
345,516,pirated_media,illicit_not_scam,0.9,,Pirated media is offered and discussed without evidence of manipulation or scam tactics in the thread.
346,517,pirated_media,illicit_not_scam,0.9,,Pirated movie links are shared openly with no evident manipulation or scam tactics in replies.
347,518,pirated_media,illicit_not_scam,0.9,,Pirated movie links are shared openly with no evident manipulation or scam tactics in the conversation.
348,520,pirated_media,illicit_not_scam,0.9,,Pirated movie link shared with no evident manipulation tactics or complaints indicating scam behavior.
349,521,pirated_media,illicit_not_scam,0.8,,Thread shows pirated media discussion with no clear manipulation or scam tactics present in the conversation.
350,522,pirated_media,illicit_not_scam,0.9,,"Thread promotes pirated media with no clear manipulation tactics or scam evidence, just multiple channel links and offers."
351,523,pirated_media,illicit_not_scam,0.9,,Pirated movie link shared with no payment or manipulation tactics indicating scam or pressure.
352,524,pirated_media,illicit_not_scam,0.9,,Pirated media is shared with download links and no evident manipulation or scam tactics present in the thread.
353,525,pirated_media,illicit_not_scam,0.9,,Pirated movie download links shared with no payment or manipulation tactics indicating scam or pressure.
354,526,pirated_media,illicit_not_scam,0.9,,Pirated media offered with no evidence of manipulation tactics or complaints indicating scam or deception.
355,528,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared with no evident manipulation or scam tactics, consistent with illicit but delivered content."
356,529,pirated_media,illicit_not_scam,0.9,,Pirated media is shared with download links and no evident manipulation or scam tactics present in the conversation.
357,530,pirated_media,illicit_not_scam,0.9,,"Pirated media links shared openly with no evident manipulation or scam tactics, and no complaints of non-delivery or deception."
358,532,pirated_media,illicit_not_scam,0.9,,Pirated media is shared with download links and no evident manipulation or scam tactics present in the conversation.
359,533,pirated_media,illicit_not_scam,0.9,,Pirated movie parts shared with download links and user comments show delivery without manipulation or scam indicators.
360,539,pirated_media,illicit_not_scam,0.9,,"Pirated movie offered with download links and user comments, no clear manipulation or scam tactics detected."
361,541,pirated_media,illicit_not_scam,0.9,,Pirated movie links shared with no clear manipulation tactics or complaints indicating scam or fraud.
362,542,pirated_media,illicit_not_scam,0.9,,"Thread shows pirated media sharing with no evident manipulation or scam tactics, just user requests and repeated links."
363,544,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared openly with no payment demand or manipulation tactics, indicating delivery as advertised despite illegality."
364,546,pirated_media,illicit_not_scam,0.9,,Pirated movie offered with download links and no evident manipulation or scam tactics present in the thread.
365,547,pirated_media,illicit_not_scam,0.9,,"Pirated media links shared without clear manipulation or scam indicators, and no complaints of non-delivery or deception present."
366,548,pirated_media,illicit_not_scam,0.9,,Pirated movie download links are shared openly with no evident manipulation or scam tactics present in the conversation.
367,549,pirated_media,illicit_not_scam,0.9,,"Pirated media links shared openly with no evident manipulation or scam tactics, just illegal content distribution."
368,550,pirated_media,illicit_not_scam,0.9,,"Pirated movie offered and discussed with download issues, no clear manipulation or scam tactics detected in the thread."
369,553,pirated_media,illicit_not_scam,0.9,,Pirated movie link shared with no evident manipulation or scam tactics; users report playback issues but no scam claims.
370,554,pirated_media,illicit_not_scam,0.9,,Pirated movie links shared with user complaints about access but no clear manipulation or scam tactics present.
371,555,pirated_media,illicit_not_scam,0.9,,Pirated media is offered and requested with no clear manipulation or scam tactics present in the conversation.
372,556,pirated_media,illicit_not_scam,0.9,,Pirated movie links offered and requested with no evident manipulation or scam tactics present in the conversation.
373,557,pirated_media,illicit_not_scam,0.9,,Pirated movie links are shared and discussed with no evidence of manipulation or scam tactics present in the thread.
374,558,pirated_media,illicit_not_scam,0.9,,Pirated movie links shared with no evident manipulation or complaints indicating scam or deception.
375,560,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared with no evident manipulation or scam tactics, and no complaints of non-delivery or deception."
376,561,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared with no payment or manipulation tactics, and no evidence of scam or pressure in replies."
377,562,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared openly with no evident manipulation or scam tactics, indicating illicit but delivered content."
378,563,pirated_media,illicit_not_scam,0.8,,"Pirated media offered with no clear manipulation or scam indicators, just typical illicit marketplace chatter and links."
379,565,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared openly with no evident manipulation or scam tactics, consistent with illicit but delivered content."
380,567,pirated_media,illicit_not_scam,0.9,,"Pirated movie links are shared openly with no evident manipulation or scam tactics, indicating illicit but delivered content."
381,569,pirated_media,illicit_not_scam,0.9,,Pirated movie links are shared and no manipulation tactics or complaints indicating scam are present.
382,573,pirated_media,illicit_not_scam,0.9,,Pirated movie download links are shared openly with no evident manipulation or scam tactics present in the conversation.
383,574,pirated_media,illicit_not_scam,0.9,,"Pirated movie links shared openly with no evident manipulation or scam tactics, consistent with illicit but delivered content."
384,576,pirated_media,illicit_not_scam,0.9,,Pirated movie links shared openly with no evident manipulation or scam tactics present in the conversation.
385,577,pirated_media,illicit_not_scam,0.9,,Pirated movie links shared openly with no evident manipulation or scam tactics present in the conversation.
386,581,pirated_media,illicit_not_scam,0.9,,Pirated movie links are shared openly with no evident manipulation or scam tactics in the conversation.
387,139,pirated_media,illicit_not_scam,0.9,,"Thread promotes pirated movies with no evidence of manipulation or scam tactics, just user requests and sharing links."
388,140,pirated_media,illicit_not_scam,0.9,,Thread shows requests and sharing of pirated movie links with no evident manipulation or scam tactics present.
389,141,pirated_media,illicit_not_scam,0.9,,"Thread offers pirated movies with no evidence of manipulation tactics or scam behavior, just normal illicit content sharing."
390,2504,pirated_media,illicit_not_scam,0.9,,Pirated media is offered and no manipulation tactics or scam indicators are present in the thread.
391,2506,pirated_media,illicit_not_scam,0.9,,Pirated media is offered and discussed with no signs of manipulation or scam tactics in the thread.
392,2508,pirated_media,illicit_not_scam,0.9,,"Pirated media offered with no signs of manipulation or scam tactics, and no complaints indicating non-delivery or deception."
393,2511,pirated_media,illicit_not_scam,0.8,,"Pirated media offered with no evident manipulation or scam tactics, just a quiz and group engagement."
394,2519,pirated_media,illicit_not_scam,0.9,,Pirated media offered and discussed with no signs of manipulation or scam tactics present in the thread.
395,2527,pirated_media,illicit_not_scam,0.9,,Pirated anime episodes offered and thanked without signs of manipulation or scam tactics in the conversation.
396,2538,pirated_media,illicit_not_scam,0.9,,Pirated media offered with no signs of manipulation or complaints indicating scam behavior in replies.
397,2539,pirated_media,illicit_not_scam,0.9,,Pirated media is shared openly with no signs of manipulation or scam tactics in the conversation.
398,2559,pirated_media,illicit_not_scam,0.9,,Offers pirated media with no signs of manipulation or scam tactics; replies are unrelated and do not indicate deception.
399,2561,pirated_media,illicit_not_scam,0.9,,Pirated media is offered and no manipulation tactics or scam indicators are present in the thread.
400,2569,pirated_media,illicit_not_scam,0.9,,Pirated media shared openly with no signs of manipulation or scam tactics in the conversation.
401,2583,pirated_media,illicit_not_scam,0.9,,"Pirated movie shared and discussed with no clear scam or manipulation tactics present, just complaints about quality."
402,2591,pirated_media,illicit_not_scam,0.9,,Pirated movie offered with no evident manipulation tactics or complaints indicating scam or deception.
403,2599,pirated_media,illicit_not_scam,0.9,,Pirated media offered with no signs of manipulation or complaints indicating scam behavior.
404,2603,pirated_media,illicit_not_scam,0.9,,Pirated media is offered and discussed with no signs of manipulation or scam tactics in the conversation.
405,2611,pirated_media,illicit_not_scam,0.9,,Pirated media offered and discussed with no signs of manipulation or scam tactics present in the thread.
406,2615,pirated_media,illicit_not_scam,0.9,,Post offers pirated media with no signs of manipulation or scam tactics in replies.
407,2619,pirated_media,illicit_not_scam,0.9,,Pirated media is offered without manipulation tactics or evidence of scam behavior in the thread.
408,2639,pirated_media,illicit_not_scam,0.9,,Pirated media is offered and discussed with no signs of manipulation or scam tactics in the thread.
409,2641,pirated_media,illicit_not_scam,0.9,,"Post offers pirated media with no evident manipulation or scam tactics, and replies show no complaints or warnings."
410,2649,pirated_media,illicit_not_scam,0.9,,"Pirated media is offered and users complain about bot functionality, with no evidence of manipulation or scam tactics present."
411,2653,pirated_media,illicit_not_scam,0.9,,Pirated media offered with no evident manipulation tactics or complaints indicating scam or pressure.
412,2662,pirated_media,illicit_not_scam,0.9,,Pirated media offered and discussed with no signs of manipulation or scam tactics present in the thread.
413,2666,pirated_media,illicit_not_scam,0.9,,"Offering pirated media with no signs of manipulation or scam tactics, and no complaints indicating fraud or deception."
414,2680,pirated_media,illicit_not_scam,0.9,,Pirated media offered and acknowledged without manipulation or complaints indicating scam behavior.
415,2685,pirated_media,unclear,0.9,,"No clear offer, transaction, or manipulation tactics present; only unrelated greetings in the thread."
416,2692,pirated_media,illicit_not_scam,0.9,,Pirated media offered with no evident manipulation tactics or complaints indicating scam behavior.
417,2694,pirated_media,unclear,0.9,,"No discussion of goods, services, or transactions; mostly unrelated birthday wishes and unclear comments with no scam or manipulation signals."
418,638,pirated_software,illicit_not_scam,0.8,,"Discussion of pirated software with no evidence of manipulation or scam tactics, just normal illicit transaction inquiries."
419,120,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics present in the thread.
420,122,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no evident manipulation or scam tactics present in the thread.
421,123,pirated_software,illicit_not_scam,0.9,,Pirated software offered and presumably delivered without evident manipulation or scam tactics in the conversation.
422,126,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without signs of manipulation or scam tactics in the thread.
423,134,pirated_software,illicit_not_scam,0.9,,Pirated software offered and shared without manipulation tactics or complaints indicating scam behavior.
424,136,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without manipulation tactics or evidence of scam behavior in the thread.
425,147,pirated_software,illicit_not_scam,0.9,,"Pirated software offered with no manipulation tactics or scam indicators, and no complaints or warnings present."
426,154,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
427,158,pirated_software,illicit_not_scam,0.9,,Pirated software offered and acknowledged without manipulation or complaints indicating scam or pressure tactics.
428,161,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed without signs of manipulation or complaints indicating scam behavior.
429,168,pirated_software,illicit_not_scam,0.8,,Pirated software offered with no evident manipulation tactics or complaints indicating scam behavior in the thread.
430,169,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no evident manipulation tactics or complaints indicating scam behavior.
431,170,pirated_software,illicit_not_scam,0.9,,Pirated software offered and acknowledged without manipulation tactics or complaints indicating scam behavior.
432,173,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and praised with no signs of manipulation or scam tactics in the conversation.
433,174,pirated_software,illicit_not_scam,0.9,authority,"Pirated software offered with no scam indicators, only claim of modder authority; no manipulation or complaints present."
434,175,pirated_software,illicit_not_scam,0.9,,Pirated software offered and acknowledged without manipulation or complaints indicating scam behavior.
435,177,pirated_software,illicit_not_scam,0.9,,Pirated software offered and acknowledged without manipulation or complaints indicating scam behavior.
436,178,pirated_software,illicit_not_scam,0.9,,Pirated software offered and praised with no signs of manipulation or scam tactics present in the conversation.
437,182,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed without signs of manipulation or scam tactics in the thread.
438,183,pirated_software,illicit_not_scam,0.9,,No manipulation tactics or scam indicators; post discusses upload delay for pirated software with neutral replies.
439,184,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
440,187,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics present in the thread.
441,189,pirated_software,illicit_not_scam,0.8,,Pirated software is offered and discussed without signs of manipulation or scam tactics in the thread.
442,192,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without manipulation tactics or evidence of scam behavior in the thread.
443,194,pirated_software,illicit_not_scam,0.9,,"Pirated software update shared with no evident manipulation or scam tactics, and no complaints indicating fraud or non-delivery."
444,196,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no signs of manipulation or scam tactics in the thread.
445,198,pirated_software,illicit_not_scam,0.9,,Pirated software offered and presumably delivered without manipulation tactics or scam indicators.
446,200,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics present in the thread.
447,201,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics present in the thread.
448,203,pirated_software,illicit_not_scam,0.85,,"Pirated software is offered and discussed without clear manipulation or scam indicators, just typical user issues and admin moderation."
449,206,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
450,207,pirated_software,illicit_not_scam,0.9,,Pirated software offered and advertised with no manipulation tactics or scam indicators present in the thread.
451,212,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no signs of manipulation or scam tactics in the thread.
452,214,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without signs of manipulation or scam tactics in the thread.
453,215,pirated_software,illicit_not_scam,0.9,,Pirated software offered and acknowledged with no signs of manipulation or scam tactics present in the thread.
454,216,pirated_software,unclear,0.8,,"No clear transaction, manipulation, or scam indicators present; mostly unrelated comments about a YouTube channel being down."
455,220,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no signs of manipulation or scam tactics in the conversation.
456,222,pirated_software,illicit_not_scam,0.9,,Pirated software offered and praised with no signs of manipulation or scam tactics in replies.
457,223,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
458,224,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without signs of manipulation or scam tactics in the conversation.
459,225,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evidence of manipulation or scam tactics present in the thread.
460,226,pirated_software,illicit_not_scam,0.9,,Pirated software offered and presumably delivered without manipulation tactics or scam indicators.
461,230,pirated_software,illicit_not_scam,0.9,,"Pirated software offered and discussed without evident manipulation or scam tactics, indicating a normal illicit transaction."
462,233,pirated_software,illicit_not_scam,0.9,authority,Pirated software offered with no manipulation tactics beyond claiming modder group authority.
463,234,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
464,237,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
465,238,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
466,241,pirated_software,illicit_not_scam,0.9,,Discussion about pirated software update with no signs of manipulation or scam tactics present.
467,242,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without manipulation tactics or evidence of scam behavior in replies.
468,243,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
469,244,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no evident manipulation or scam tactics present in the thread.
470,246,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no evident manipulation or scam tactics present in the thread.
471,247,pirated_software,illicit_not_scam,0.9,,Offers pirated software with no evident manipulation tactics or complaints indicating scam behavior.
472,250,pirated_software,illicit_not_scam,0.9,,"Thread offers pirated software with no evidence of manipulation or scam tactics, just normal sharing and discussion."
473,253,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no evident manipulation or scam tactics present in the thread.
474,254,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics in the thread.
475,255,pirated_software,illicit_not_scam,0.9,,Pirated software offered and acknowledged without manipulation tactics or evidence of scam behavior in the thread.
476,257,pirated_software,illicit_not_scam,0.9,authority,"Pirated software offered and discussed with no signs of manipulation or scam tactics, only modder's claimed authority."
477,264,pirated_software,illicit_not_scam,0.9,,"Discussion about pirated software with no evident manipulation or scam tactics, just user support and updates."
478,269,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no evident manipulation or scam tactics present in the conversation.
479,273,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without manipulation tactics or scam indicators in the thread.
480,274,pirated_software,illicit_not_scam,0.9,authority,Pirated software offered and presumably delivered with mod features; no manipulation tactics beyond claiming modder group authority.
481,6294,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no clear manipulation or scam indicators present in the thread.
482,6295,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
483,6296,pirated_software,illicit_not_scam,0.9,,"Thread offers pirated software mods with no clear manipulation or scam tactics, just normal illicit transactions and user requests."
484,6298,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with complaints but no clear evidence of deception or manipulation tactics present.
485,6300,pirated_software,illicit_not_scam,0.9,,"Discussion of pirated software with no signs of manipulation or scam tactics, just normal exchange and inquiries."
486,6301,pirated_software,illicit_not_scam,0.9,authority;fear_induction,"Pirated software is offered and discussed with group rules enforced via authority and fear of banning, but no scam or manipulation beyond normal illicit trade."
487,6302,pirated_software,illicit_not_scam,0.8,,"Discussion of pirated software with no manipulation tactics or scam indicators, just normal requests and refusals."
488,6323,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no evident manipulation or scam tactics present in the thread.
489,6334,pirated_software,illicit_not_scam,0.8,,No manipulation tactics or scam indicators present; likely an illicit but completed transaction for pirated software.
490,6335,pirated_software,illicit_not_scam,0.9,,"Thread offers pirated software mods with no evidence of manipulation or scam tactics, just normal illicit transactions and user requests."
491,6336,pirated_software,illicit_not_scam,0.9,,Pirated software is shared and discussed openly with no evident manipulation or scam tactics present in the thread.
492,6337,pirated_software,illicit_not_scam,0.9,,"Thread discusses pirated software with no clear manipulation or scam tactics, just user requests and shared links for downloads."
493,6339,pirated_software,illicit_not_scam,0.9,,Pirated software offered with download links and no evident manipulation or scam tactics present in the conversation.
494,6340,pirated_software,illicit_not_scam,0.9,,"Thread offers pirated software MODs with no evident manipulation tactics or confirmed scam behavior, just normal illicit transactions."
495,6341,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
496,6343,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no clear manipulation or scam tactics present in the thread.
497,6355,pirated_software,illicit_not_scam,0.9,,Pirated software offered and requested with no signs of manipulation or scam tactics present in the thread.
498,6363,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and requested with no evident manipulation or scam tactics present in the thread.
499,6373,pirated_software,illicit_not_scam,0.9,authority;fear_induction,"Pirated software shared openly with group rules and bans for spam, no clear scam or manipulation beyond authority and fear of bans."
500,6374,pirated_software,illicit_not_scam,0.8,,Thread offers pirated software without signs of manipulation or complaints indicating scam or deception.
501,6378,pirated_software,illicit_not_scam,0.9,,Offers pirated software MOD APKs with no evident manipulation or scam tactics present in the conversation.
502,6380,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without manipulation tactics or evidence of scam behavior.
503,6381,pirated_software,illicit_not_scam,0.8,,Pirated software offered with no evident manipulation tactics or complaints indicating scam behavior.
504,6384,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics present in the thread.
505,6385,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
506,6386,pirated_software,illicit_not_scam,0.9,,Thread shares pirated software info without manipulation tactics or evidence of scam activity.
507,6388,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no clear manipulation or scam tactics present in the thread.
508,6394,pirated_software,illicit_not_scam,0.9,,"Thread shows pirated software discussion with no evident manipulation or scam tactics, just normal illicit product exchange."
509,6396,pirated_software,illicit_not_scam,0.9,,"Discussion about pirated WhatsApp mod with no evidence of scam or manipulation tactics, just user complaints and info sharing."
510,6399,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no evident manipulation tactics or complaints indicating scam or deception.
511,6401,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no clear manipulation or scam indicators present in the thread.
512,6402,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no clear manipulation or scam tactics present in the thread.
513,6403,pirated_software,illicit_not_scam,0.9,authority,"Offers pirated software with premium unlocked and mod credits, no evidence of manipulation or scam tactics present."
514,6404,pirated_software,illicit_not_scam,0.8,,Discussion of pirated software with no evidence of manipulation or scam tactics present in the thread.
515,6406,pirated_software,illicit_not_scam,0.9,,Pirated software offered and presumably delivered without manipulation tactics or scam indicators in the thread.
516,6408,pirated_software,illicit_not_scam,0.9,authority,"Pirated software offered with no scam indicators, only authority tactic via claimed modder identity."
517,6409,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed without signs of manipulation or scam tactics in the thread.
518,6410,pirated_software,illicit_not_scam,0.9,,"Offers pirated software with no evident manipulation or scam tactics, and no complaints indicating fraud or deception."
519,6411,pirated_software,unclear,0.7,,"No clear evidence of scam, manipulation tactics, or illicit delivery; conversation too sparse to determine intent or outcome."
520,6422,pirated_software,illicit_not_scam,0.9,,Thread shows requests and sharing of pirated software with no evident manipulation or scam tactics present.
521,6427,pirated_software,potential_scam,0.8,trust_building,Unverifiable mod claims and user complaints suggest possible manipulation but no confirmed scam or delivery failure yet.
522,6428,pirated_software,illicit_not_scam,0.8,,"Pirated software offered and reported as not working, but no manipulation tactics or clear scam indicators present."
523,6429,pirated_software,illicit_not_scam,0.9,,Pirated software offered and downloaded as advertised with no evident manipulation or scam tactics present in the thread.
524,6430,pirated_software,illicit_not_scam,0.8,,Pirated software is illegal but no manipulation tactics or scam indicators are present in the conversation.
525,6431,pirated_software,illicit_not_scam,0.9,,Pirated software offered and links shared with no evident manipulation or scam tactics present in the thread.
526,6432,pirated_software,illicit_not_scam,0.8,,No manipulation tactics or scam indicators present; conversation is minimal and related to pirated software category only.
527,6451,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no evident manipulation tactics or complaints indicating scam behavior in replies.
528,6454,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evidence of deception or manipulation tactics present in the thread.
529,6455,pirated_software,unclear,0.8,,No clear manipulation tactics or scam indicators; conversation is vague and lacks transactional details or complaints.
530,7271,pirated_software,illicit_not_scam,0.8,,Pirated software offered with no signs of manipulation or complaints indicating scam behavior in the thread.
531,7280,pirated_software,illicit_not_scam,0.9,,Pirated software offered and updated with no manipulation tactics or scam indicators present in the thread.
532,7283,pirated_software,illicit_not_scam,0.8,,Pirated software offered and discussed without signs of manipulation or scam tactics in the thread.
533,7290,pirated_software,illicit_not_scam,0.9,,Pirated software is offered and discussed with no signs of manipulation or scam tactics present in the thread.
534,7292,pirated_software,illicit_not_scam,0.9,,"Thread offers pirated software with no signs of manipulation or scam tactics, just user requests and comments."
535,7296,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
536,7301,pirated_software,illicit_not_scam,0.8,,Thread offers pirated software with no evident manipulation tactics or complaints indicating scam behavior.
537,7313,pirated_software,illicit_not_scam,0.9,,"Thread offers pirated software with no signs of manipulation or scam tactics, just user requests for similar mods."
538,7333,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no manipulation tactics or complaints indicating scam behavior.
539,7338,pirated_software,illicit_not_scam,0.8,,Links to pirated software with no manipulation tactics or complaints indicating scam behavior.
540,7340,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no signs of manipulation or scam tactics in the thread.
541,7341,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics in the thread.
542,7342,pirated_software,illicit_not_scam,0.8,,Pirated software offered and discussed with no signs of manipulation or complaints about deception or non-delivery.
543,7343,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no evident manipulation tactics or scam indicators in the conversation.
544,7344,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no manipulation tactics or complaints indicating scam behavior.
545,7346,pirated_software,illicit_not_scam,0.8,,Pirated app offered and discussed with no clear manipulation or scam indicators present in the thread.
546,7348,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no signs of manipulation or scam tactics present in the thread.
547,7351,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
548,7353,pirated_software,illicit_not_scam,0.8,,Pirated software offered and discussed with no clear manipulation or scam indicators present in replies.
549,7354,pirated_software,illicit_not_scam,0.8,,Pirated software offered with no evidence of manipulation or scam tactics in replies.
550,7356,pirated_software,illicit_not_scam,0.8,,Offering pirated software with no signs of manipulation or complaints indicating scam behavior.
551,7360,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no evident manipulation tactics or complaints indicating scam behavior.
552,7361,pirated_software,illicit_not_scam,0.9,,"Thread shows requests for pirated software with no signs of manipulation or scam tactics, just typical illicit transactions."
553,619,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evident manipulation or scam tactics present in the thread.
554,621,pirated_software,illicit_not_scam,0.9,,"Thread discusses pirated software with no evident manipulation or scam tactics, just user requests and sharing links."
555,622,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no clear evidence of manipulation or scam tactics present in the thread.
556,623,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no signs of manipulation or complaints indicating scam behavior.
557,624,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no evident manipulation tactics or complaints indicating scam behavior.
558,625,pirated_software,illicit_not_scam,0.9,,Pirated software offered with no evident manipulation tactics or complaints indicating scam behavior.
559,626,pirated_software,illicit_not_scam,0.9,,"Pirated software offered and discussed with no evidence of manipulation or scam tactics, just normal transaction issues and requests."
560,627,pirated_software,illicit_not_scam,0.9,,Pirated software offered and discussed with no evidence of manipulation or scam tactics in the thread.
561,628,pirated_software,illicit_not_scam,0.9,,"Pirated software offered and discussed with no evident manipulation or scam tactics, and some users report usage issues without scam complaints."
562,629,pirated_software,illicit_not_scam,0.9,,Thread offers pirated software mods with no clear manipulation tactics or evidence of scam or deception.
563,632,pirated_software,illicit_not_scam,0.9,,Offers pirated software with download links and user inquiries but no signs of manipulation or scam tactics present.
564,633,pirated_software,illicit_not_scam,0.9,,Post offers pirated software with no evident manipulation tactics or scam indicators; replies show typical user comments without complaints.
565,635,pirated_software,illicit_not_scam,0.9,,"Pirated software offered and discussed without clear manipulation or scam tactics, with users reporting issues but no payment or deception evident."
566,636,pirated_software,illicit_not_scam,0.9,,"Pirated software offered with download links and user inquiries, no manipulation tactics or scam indicators present."
567,637,pirated_software,illicit_not_scam,0.9,,"Pirated software offered and discussed with no evidence of manipulation or scam tactics, just typical user issues and requests."
